class,normalized_mfcc_features
artifact,"[-9.60568725e-01 -1.05738498e+00 -1.00865466e+00  1.03823548e-02
 -6.07157948e-04 -2.17225797e-01  6.84434118e-01  5.32993590e-01
  4.48387239e-01  6.74040676e-01  8.51375765e-01  1.00845384e+00
  3.46509409e-02 -2.52087157e-02 -3.30295914e-02  5.60969451e-01
  7.84384479e-01  7.24144406e-01  9.57942979e-02 -8.53902790e-02
 -1.73888578e-01  1.28968825e+00  1.38417831e+00  1.06105968e+00
 -4.94240565e-01 -7.67298522e-01 -2.62451290e-01  1.18577223e+00
  1.11532466e+00  4.10160961e-01 -1.22028487e+00 -1.37931121e+00
 -8.67286029e-01  8.71144344e-01  1.08917480e+00  6.70650516e-01
  2.80266572e-01  2.72177822e-01  4.95442378e-01  4.99948678e-01
  6.11921866e-01 -3.60011060e-02 -1.99561134e-01 -4.56941476e-01
  3.14596278e-02 -4.14021302e-01 -9.29125371e-01 -6.29743816e-01
  1.76862899e+00  1.42545999e+00  9.16930176e-01 -3.95941649e-01
 -5.99932351e-01 -4.84484715e-01  4.40542828e-01  5.22255727e-01
  1.02148946e+00  2.31829032e-01 -2.77868992e-01 -1.26080053e+00
  1.04395752e+00  1.09169110e+00  1.03479617e+00 -5.45715928e-01
 -9.49945674e-01 -1.28964703e+00 -3.78568086e-01  5.64029258e-01
  8.83683304e-01 -6.67163954e-01 -6.31057643e-01 -4.98152740e-01
  1.60374177e+00  1.17464247e+00  7.13465151e-01 -7.99807499e-01
 -8.33293350e-01 -8.10528153e-01  1.23711199e+00  1.23807238e+00
  1.09740812e+00 -1.43356334e+00 -1.12584683e+00 -3.01753405e-01
  1.15704140e+00  8.59843578e-01  1.18140396e+00 -7.52392586e-01
 -1.44564417e+00 -1.24123453e+00  3.51719497e-01  9.89211445e-01
  1.48378368e+00  7.98770441e-02 -1.13000490e+00 -1.20597931e+00
 -4.36070830e-01  1.24821016e-01  1.12002055e+00  4.57623071e-01
  7.24052083e-01  5.13828962e-01  2.12353983e+00  1.60310439e+00
  6.22713002e-01  8.77447048e-01 -4.79844339e-01 -2.64035815e-01
  1.59305052e-01 -7.80738721e-01 -1.45285096e+00  5.75794256e-02
  5.51469465e-01  1.32092497e+00  1.86415266e-01  2.96438693e-01
  2.39640685e-01  8.50553361e-01  7.45686770e-01  6.69454131e-01
 -8.66898056e-01 -2.38094826e-01 -4.03515967e-01  1.65333906e+00
  2.19977932e+00  2.14197621e+00 -9.18719485e-02 -2.32078897e-01
 -4.57400352e-01  9.60550822e-01  1.00951060e+00  4.58515524e-01
  1.08280567e+00  6.37961414e-02 -2.55138265e-01 -3.73524811e-01
 -1.83539744e-02 -4.02999481e-01 -1.77898402e+00 -1.79707545e+00
 -5.45650532e-01 -7.09801140e-01 -6.57164902e-01  6.33651265e-01]"
artifact,"[-3.9709457  -4.20725742 -4.24247189 -0.29758193 -0.29725781 -0.24813591
  1.19937687  1.21003668  1.36505218 -0.84714207 -0.88228806 -0.93176766
  1.73262603  1.92682837  1.70451632 -0.93393759 -1.08287971 -1.17157058
  1.49439921  1.62906327  1.51876322 -1.35367252 -1.67276358 -1.55638019
  1.69006388  1.92378913  2.10513823 -1.02415427 -1.18084457 -1.14602674
  1.73010255  2.20285068  2.01573861 -1.49305513 -1.9026697  -1.68905028
  1.55450967  1.7125958   1.93494975 -0.99692861 -1.17804356 -1.19806105
  1.05761578  1.70741455  2.05125342 -0.77182487 -1.40318068 -0.9860678
  0.63930522  0.83383834  0.6982511  -0.45916951 -0.71095573 -0.6138244
  0.31855799  0.50733259  0.5945435  -0.31027688 -0.30583043 -0.7563968
 -0.13865849 -0.07736002  0.0181531   0.15889618  0.22682551 -0.01072407
  0.27198603  0.4464987   0.02395358  0.22473305 -0.206761   -0.18916992
 -0.0783737  -0.40300077 -0.2203052   0.4079162   0.35451495  0.13387096
 -0.35549286 -0.37369677 -0.47973806  0.03349486  0.10800168 -0.20547104
  0.37257736  0.45330777 -0.25788895  0.50375911  0.58545204  0.36366217
 -0.37756692 -0.47820225  0.26862805  0.11615172 -0.35379967 -0.20231082
  0.48695593  0.75745051  1.18222419 -0.31958098 -0.32585276  0.25352484
 -0.07855333  0.21404901  0.27325322  0.12394558  0.07886911 -0.63355623
  0.74472459  0.14244035 -1.1391938  -0.24958827  0.28215746 -0.42243913
 -0.05403708  0.87145161  0.18174987 -0.31176178  0.0209991  -0.27308141
  0.27310069  0.42973322  0.7854358  -0.47944423 -0.3964706  -0.55970491
 -0.24252057  0.7224255   0.70218264 -0.36201357 -0.46814901 -0.86222319
  0.50955184  0.57111736  0.25154086 -0.24589093 -0.71143092  0.01393812
  0.04681277 -0.65581076  0.4013867  -0.08561529  0.74590907  1.4391749 ]"
artifact,"[-3.97042461e+00 -4.21102702e+00 -4.25019129e+00 -2.92029675e-01
 -2.89264549e-01 -2.52059256e-01  1.20177807e+00  1.20036041e+00
  1.36795240e+00 -8.49222455e-01 -8.94010158e-01 -9.24205344e-01
  1.73197807e+00  1.93820808e+00  1.71064974e+00 -9.56286467e-01
 -1.09023913e+00 -1.18405949e+00  1.50171374e+00  1.65747343e+00
  1.53518014e+00 -1.30548614e+00 -1.64889524e+00 -1.57552122e+00
  1.70361027e+00  1.91574381e+00  2.11235731e+00 -1.04774111e+00
 -1.22640997e+00 -1.11131253e+00  1.68556868e+00  2.19482939e+00
  2.06819479e+00 -1.47818620e+00 -1.81787422e+00 -1.71988225e+00
  1.55926717e+00  1.70324794e+00  2.00203216e+00 -9.84887114e-01
 -1.48546663e+00 -1.33870110e+00  1.13565537e+00  1.98981180e+00
  2.07484643e+00 -8.50775794e-01 -1.31843321e+00 -8.47335735e-01
  5.92102541e-01  6.18761230e-01  7.06233459e-01 -4.12691620e-01
 -5.49704575e-01 -6.22411086e-01  2.51811792e-01  3.30299770e-01
  5.92962092e-01 -2.58762923e-01 -2.04205475e-01 -4.83216007e-01
 -1.66295504e-01  4.79923682e-02 -3.83227107e-02 -1.00982168e-01
 -1.86236538e-01 -7.09024125e-02  2.50983571e-01  4.71892101e-01
  1.04468587e-01  3.81149449e-01  3.18536844e-01 -3.30554917e-02
 -1.19624694e-01 -5.26301260e-01 -3.63652201e-01  3.55350361e-01
  8.45889988e-02  3.00183450e-02 -1.46836696e-01 -7.52492546e-02
 -1.61023049e-01 -3.35626646e-03 -1.28753311e-01 -4.28304874e-01
  1.17160523e-03 -1.83363373e-02 -3.76711877e-01  8.67958700e-01
  8.60878664e-01  8.01298554e-03  9.53359536e-02  4.02742651e-01
  3.97251291e-01 -4.99218407e-01 -6.31523025e-01 -8.20312514e-02
  4.24554698e-01 -5.07351625e-02  1.52604865e-01  3.36157914e-01
  5.67465662e-01  7.04708427e-01 -1.84661468e-01 -1.14148497e-01
  5.56000758e-01 -5.05171214e-01 -1.73610883e-01 -2.35233660e-01
  5.54506854e-01  8.15798050e-01 -3.44650295e-02  2.88697025e-01
 -5.84121832e-01 -1.72506232e+00  4.19050581e-01  8.30438364e-01
  3.86546049e-01 -5.47511666e-01  1.83207284e-01 -2.41171868e-01
  5.30260936e-02  5.69179188e-01  1.31272066e-01 -2.51213639e-01
 -2.89430654e-01  5.58739562e-02  2.05022615e-01  4.58190784e-01
  1.29698466e-01 -5.83696164e-01 -1.17178843e-01  1.71734436e-01
 -8.80836174e-02  3.96114746e-01  3.11028090e-01 -1.02497977e-01
 -1.84515886e-01 -3.79365169e-01  2.47628067e-03  3.90846548e-01
  7.82784811e-01 -3.48419972e-01 -1.31572542e+00 -4.13864376e-01]"
artifact,"[-1.08384906e+00 -7.91553424e-01 -4.76504280e-01 -4.11060976e-01
 -1.23436946e+00 -1.20191192e+00  1.29221566e+00  1.09410532e+00
  1.09672547e+00 -8.62332863e-01  3.51493212e-01  5.29915751e-01
  1.72051325e+00  1.90902359e+00  1.81648486e+00 -1.00803639e+00
 -1.07310316e+00 -9.77256970e-01  1.36805581e+00  6.14296721e-01
  4.80843618e-01 -1.20370512e+00  1.66355527e-01  3.54843557e-01
  1.68652786e+00  1.15369046e+00  7.35905286e-01 -8.10204156e-01
 -5.46486086e-01 -7.90172066e-01  1.42114853e+00 -3.71009721e-01
 -8.44740325e-01 -1.16934627e+00  5.65999301e-01  1.00661883e+00
  1.60217643e+00  9.93578252e-01  5.86354529e-01 -7.85219917e-01
 -9.50076545e-01 -5.36745232e-01  9.67166345e-01  3.49772214e-01
  2.60110486e-01 -2.74663287e-01  1.43929313e+00  9.23301132e-01
  4.09835706e-01 -5.69817408e-01 -6.01364567e-01 -1.14274971e-01
  7.47960956e-01  7.82172790e-01  1.34656278e-01 -8.23385613e-01
 -1.00492415e+00 -4.21239879e-02  4.93210212e-01  7.77483897e-01
  2.49500806e-01  1.09866848e-01 -5.16501369e-01 -2.07803540e-01
 -6.47126467e-01 -3.30900898e-01  7.10358974e-02  1.51905273e-01
  2.04134923e-02 -5.08390576e-02 -4.38349231e-01 -3.49333003e-02
  9.39233093e-02 -4.76203549e-01 -7.32082847e-01 -1.56317838e-01
  3.29775352e-01  4.53112519e-01  1.95977534e-03  7.88296629e-02
 -6.27599602e-01 -9.74747527e-02 -7.32140603e-01 -1.23385808e-01
 -7.29593370e-02  8.55878931e-01  1.14522720e+00  2.20943653e-01
  1.26385755e+00  1.24954757e+00 -1.70954783e-02  1.49625292e+00
  1.51254630e+00 -1.53039859e-01 -6.32824623e-01  2.65942073e-01
  3.30512062e-01 -1.49462451e+00 -1.35546290e+00 -4.38883664e-02
 -4.71206030e-01 -4.94810753e-02  2.13718347e-01 -9.30408697e-01
 -1.13602517e-02 -1.78494618e-01  3.00834901e-02  3.15563478e-01
  6.27112094e-01  2.88341427e+00  6.56548623e-01 -4.54004209e-01
 -8.16390590e-01  4.61118070e-01  4.74329501e-01  8.62666587e-01
  1.57113380e+00 -2.37394373e-01 -4.86667395e-01  3.06871429e-01
  3.32753649e-01  6.31296664e-01 -3.22655854e-01 -2.55648635e-01
 -9.65922107e-01  1.41698308e-01 -2.61990610e-01  6.34429877e-01
  1.68476195e+00  6.19381387e-01  3.48056870e+00  2.05368787e+00
 -4.25546116e-01 -1.06336050e+00 -2.23743707e-01  5.87515754e-01
  2.32189203e+00  1.04859909e+00 -5.69516744e-01 -2.31764872e+00
 -1.34986284e+00  3.30274119e-01  9.18525384e-01  6.48811219e-01]"
artifact,"[-1.9518846  -0.93036799 -0.56124675 -0.81075125 -0.77423118 -0.90134124
  0.207916    0.15365728  0.46496527  1.34609734  1.60196466  1.36993656
  0.72803381  0.55924004  1.00974589  0.44298184  0.47518743  0.09554105
 -0.69300415 -0.76735048 -0.45853596  1.09315649  1.70505417  1.25541212
  0.16494974 -0.37567152  0.08197499  1.23924253  0.8952974   0.03250319
 -2.14604702 -1.84454622 -1.41368964 -0.75747472  0.89687591  0.53019864
  0.18256981  0.97410671  1.54394526  0.27441065 -0.52157384 -1.21641188
 -0.5468295  -0.2704168   0.77528849  0.11890807  0.82854368  0.01803402
  2.30179937  1.12242     1.01026072 -0.32678787 -1.01155147 -0.83168593
  2.12300342  1.38638145  1.08612732 -1.48112617 -1.77123401 -1.68830315
  4.44577696  1.96840138  1.34839619 -1.14127781 -1.50294258 -1.55736083
  0.14372239  0.50954358  0.5638151  -1.52584918 -0.7562104  -0.28310651
  0.39584955  0.01481513 -0.12928707  0.47479832 -0.7599347  -0.89640799
 -0.44954141  0.78293734  0.60679774  1.78781534 -0.49677721 -0.87164364
 -0.65846676 -0.32402454  0.07317283 -0.50451506  1.03277532  1.63221249
  2.71718685  1.6915604   1.1104579   0.34211789  1.54422676  2.51742512
 -1.9160282  -0.74930818 -0.49748244 -1.80023908 -1.77197532 -1.51545829
 -1.48750739 -0.69529212 -0.24588412 -1.2525143  -1.64598284  0.33208521
  0.62147381  0.27127853  0.43255687  2.23883338  2.82390879  1.7303129
 -1.13910749 -0.24378985  0.172266   -0.56394617  0.22180746  1.05072853
 -1.8178604  -0.18425915  0.74142354  0.21401104 -0.12393352 -0.95648073
  0.85526225  0.28304574  0.35888744 -2.88854479 -1.19108566  0.35329475
  3.31502407  4.39452425  2.77568159 -2.3270918  -0.74214334 -0.55179312
  2.1727121   1.92267589  0.77437536  0.14300246 -0.77120588 -1.37180296]"
artifact,"[-0.27805703 -0.3526018  -0.3800547  -1.14160905 -1.14274131 -1.17246651
  1.02706098  1.09846784  1.16462275  0.63796294  0.60020946  0.41958259
  1.0821511   1.12610237  1.37777864 -0.17374068 -0.33548847 -0.47715327
  0.41418247  0.52664132  0.70583775  0.69492334  0.50543545 -0.02852723
  0.93128492  1.10191249  1.09241252  0.32277157  0.34658386  0.14444112
 -0.30634547 -0.03989077 -0.13658509  0.89688823  0.06004305 -0.22740718
  0.31692698  0.61767018  1.24002772  0.09437252  0.79989841  0.7516707
 -0.42817512 -0.93846241 -0.96207323  0.86029751  1.14895765  0.68866601
 -2.5743248  -2.01396975 -0.30371725  0.5734678   0.80938522 -0.15164656
 -0.82537397 -0.73134624  0.50077253  0.61772081  0.70284999 -0.31708907
 -1.8649579  -1.8610451  -0.75088308  1.27554476  1.49790135  0.96183282
  0.25339216 -0.05522502 -0.00644569  0.90618174  0.97503202  0.06834788
 -0.20395914 -0.27584181  0.07160026  1.58784091  1.63356599  0.5001944
 -0.85536182 -0.7633073  -0.63074249  1.23386866  0.95154461  1.3433853
  0.72475472 -0.47992214 -0.98440503 -0.35435704 -0.25099516 -0.44205619
 -0.466813   -0.23041282 -0.4077131  -0.0815735   0.390955    0.06314111
 -0.44643474 -1.09590005 -0.46964674  0.60024331  0.02798422 -0.21890014
  0.21779746 -0.38432903 -0.45544534  1.63308636  0.33117874 -0.38245093
 -3.93531899 -2.71124426  0.29365472  0.99195044  0.1134509  -1.00029382
 -1.6247455  -0.91574737 -0.1158521   0.25335114  1.43976557  0.36377592
 -0.00918277  0.23509746  1.30746249  1.04663397  0.95190983 -0.90759303
  1.57315545  1.67015886  0.87522175 -2.64560546 -2.1299594  -2.33865293
  0.29262899  0.77717423  0.88521604  0.86048344 -0.06921879 -0.02737651
  1.18690889  0.81939062  0.23686705 -1.89645629 -3.292625   -0.73250002]"
artifact,"[-0.32171001 -0.41601789 -0.43713478 -0.8370705  -0.77211038 -0.85900939
  0.43230996  0.3894745   0.56364266  1.37130882  1.47928546  1.14092421
  0.29763038  0.17488539  0.5899376   0.65563428  0.66010006  0.41461113
 -0.24796468 -0.29049072 -0.05447443  1.22933734  1.32616813  0.81056271
  0.41957866  0.30471141  0.18840051  0.72601739  0.89572291  0.82866619
 -0.46820446 -0.3489952  -0.2781268   0.40032082  0.07526716 -0.41691801
  1.20478404  0.66981712  0.95365704 -0.50877666  0.46717901  0.78720388
  0.38232326  0.24667721 -0.0036849   0.00752269 -0.24481623 -0.60599839
 -0.3615678   0.25301833  1.05210345 -2.11587954 -1.71873736 -1.26517936
  1.03209797  1.22991098  0.92769143 -1.06358533 -0.93817619 -0.26630689
  0.32255156  0.36386618 -0.29958017 -1.63638715 -1.53842298 -0.23761515
  1.86729634  1.97193756  0.92853504 -0.06121553 -0.33973897 -0.05499947
  0.78369481  0.96027588 -0.06832956  0.2674289  -0.01540118  0.64373031
  1.02584793  1.22713125 -0.27853266 -0.5883167  -0.64271559  0.05676956
  1.29998051  0.95282107  0.72162063  1.20781007 -0.18189201 -0.60334676
 -1.23197122 -0.59286515 -0.8654115   0.14189646  0.30745448  0.32586091
 -0.90475583 -0.15109331 -0.21582827  0.3017143  -0.54458608 -0.27734356
  0.04387    -0.48952811 -0.60692286  1.1815643   0.23728781 -0.27682353
  1.14430729 -0.22935487 -0.63692834 -2.86578778 -2.1132972   0.14253677
  0.24388058 -0.37695378 -0.37916844 -0.68884985 -0.34365585 -0.34964126
 -0.42387491  0.70067248  0.17745579  0.78725722  1.02985917  1.21225486
 -0.18826705  0.0920473  -0.18357429  2.62245341  2.81059028  0.76021107
 -2.66531061 -2.24372889 -1.51117489 -0.39997026  0.67967929 -0.25478464
  0.41289939 -0.51336936  0.81246501  1.62248566  1.39919658 -0.23317056]"
artifact,"[-1.10855727 -1.21632416 -1.28204288 -0.4905387  -0.53612609 -0.50988187
  1.04563339  1.13560268  1.11682024  0.04124539  0.01138734  0.02576497
  0.34141223  0.5685088   0.51095915  0.14245537 -0.11735025 -0.05713127
  0.72582679  0.8399501   0.87757795 -0.72237755 -0.91191123 -1.09864358
  0.76477     0.69071927  0.44661012 -0.75113098 -0.00378196  0.65571466
  0.58300288  0.43879632  0.30046189 -0.09036756 -0.60623149 -0.47950702
  0.43745931  0.41176067  0.9611928  -0.27680911 -0.12104937  0.35087723
 -0.68373955 -1.43489978 -1.30118431  1.77094555  1.61609716  1.27900062
 -1.04260945 -1.12683959 -1.32005388  1.21458212  1.0108542   1.01788872
 -0.21117832 -0.31063699 -0.67023229  1.40538185  1.37221802  0.71216699
 -1.49338455 -1.62425047 -1.72499926  1.12037346  1.10907813  1.38901593
 -0.22589649 -0.64851793 -1.29812329  1.34284919  0.60499681  0.51252879
 -0.42789225 -0.37330363 -0.50444796  1.38891707  1.40126963  1.24698377
 -0.97129704 -1.53408652 -2.08190814  1.11261111  0.2771851   0.29977216
 -0.70665488 -0.83415165 -0.89468731  0.51434737  1.4124197   1.40690774
  1.16027414  0.23058902  0.59705411  0.28626359  1.4889085   0.73750825
 -0.20772652 -0.54122306 -1.60824385  0.20562457  0.32190523  1.50982661
  1.40368559  1.18967761 -0.18230842 -0.09627323 -0.18677055  0.34867485
  0.73013892 -0.41051616 -1.23474838 -0.85456372  0.34689551  0.9338694
  2.09873702  1.38416404  1.13291603 -1.52816092 -1.45718349 -0.48008848
 -0.93057562 -1.08554828 -0.90175432 -0.83987242 -0.87672427  0.0277206
 -0.19008604  0.69659748  0.46813492  0.19016414  1.03530846  0.93332078
 -0.59230434  0.59230017 -0.05085226  0.32928808 -0.06741462 -0.47224396
 -0.8068757   0.04074017  1.058365    0.26268062  0.04887003 -0.15651451]"
artifact,"[-1.16211842 -1.28618061 -1.31822494 -0.17597664 -0.16485943 -0.29140286
  0.48924986  0.46112097  0.78157268  0.89504756  0.94824893  0.51052716
 -0.51871802 -0.42895895  0.07104865  0.78185698  0.72215597  0.23017642
  0.27193752  0.17398795  0.6786999  -0.01264095  0.13786629 -0.56950256
  0.06668953 -0.4484261  -0.11849623 -0.12479724  0.66139532  0.67193164
 -0.3337041  -0.17882119  0.76887982  0.39081459 -0.11293989 -1.11582389
  0.34413396 -0.03014886  1.18649749 -0.03327874  0.09536536  0.09284116
 -0.87998769 -1.08787941 -0.16690614  0.80564778  0.14050198 -0.24500777
  0.77219169  0.93205863  0.6762937  -0.62098044 -1.02735465 -1.23253242
  1.33576631  1.34044666  1.05828156 -0.10238032 -0.19474053 -0.47807747
  0.6536159   0.85765201  0.08656543 -1.39917542 -1.47753473 -0.90739518
  1.22260137  1.33954523  1.08154849 -0.24440197 -0.86877596 -1.03543575
  1.21396186  0.70179212  0.08572942 -0.28055583 -0.03782119  0.32835992
  1.00387113  0.89686801  0.28082942 -0.86074677 -1.50810743 -1.49116808
  1.19753489  0.21783038 -0.2730369  -0.90364562 -0.5037212  -0.07154473
  0.81443581  1.36386293  0.45266749  1.25299765  0.44764828  1.54158648
  0.06268432  1.23597357  0.21630572 -0.00440091 -0.40540607 -0.82636417
  0.04619882  0.03513543  0.90055029  1.72600888  1.92560608  0.57052251
 -0.24659193 -0.64517046 -0.13659891  0.71492634  0.03204793 -0.60226255
 -0.83229994 -0.06011513  0.25263121  1.70660803  1.29325203  1.6643787
 -0.72777838 -1.0435322  -0.48105968 -1.69308987 -1.37753687 -1.1459907
 -0.45642889 -1.16478123 -0.07766053 -0.84777978  0.24648241  0.92821338
  0.59535401  1.10610748  0.81468954 -0.90474975  0.68041091  0.68252088
  0.20757998 -0.01558849 -0.77381512  0.00213447  0.22589238  0.84221726]"
artifact,"[-1.18137816 -1.21017694 -1.2054804  -0.55611974 -0.52871169 -0.50444191
  0.85514611  0.93583669  0.73007498  0.14584111 -0.01028304 -0.1904738
  0.86326801  1.11902172  1.43338781 -0.55565718 -0.33048919 -0.27054051
  0.58196077  0.79482441  0.7798157  -0.75841868 -0.47844253 -0.08976394
  0.95975346  0.4904108  -0.38645184  0.02701119 -0.15610775 -0.36013121
  0.48355466  0.58192108  0.43162825 -0.49238037 -0.32794608 -0.38245472
  0.96697549  0.91420569  0.41087562 -0.55339971 -0.08496376  0.85461654
  0.33227914  0.49642585 -0.11413248  0.60350704  0.71877582  0.85341399
  0.41199253 -0.5244602  -0.66279767  0.2377709   0.82907849  1.52221648
 -0.04522521  0.1723221  -0.22975915  0.70432197  0.77452979  0.87159531
 -1.4216441  -1.35821558 -1.19258091  0.83831064  1.04235319  0.81626621
 -0.74678006 -1.14509118 -1.41040196  0.6928098   0.73948917  0.38918198
  0.06172338 -0.61064898 -0.71707247  0.13717276  0.49517072  0.83664556
 -0.71909681 -0.35445081 -0.51509399 -0.18418841  0.29687716  1.43945538
  0.38509642 -0.10783746 -1.00451482 -0.76429924  0.46912516  1.2960161
 -0.86179324 -0.72247856 -1.19542116  1.73665546  1.61139865  0.86555655
 -0.44242588 -0.15663625  0.31416934 -0.41070245  0.31514378  1.08963404
  0.93267743  0.34369551  0.70682309 -0.49583058 -1.32167083 -0.828078
  1.11439605  0.20206276 -0.39330746 -0.48959586 -0.48246522 -1.09469322
 -0.19274027 -0.29294305  1.05672685  0.8100563   0.61886364  0.16788228
 -0.4390729   0.47495824  1.35041267 -1.36276631 -1.03739078 -0.19318987
 -0.66145787  0.09982956  2.2937039  -1.5200367  -1.57428048 -1.22960777
  0.89552539  0.51297704  1.20000051 -0.49541065 -0.856343   -0.67979264
  0.76826363 -0.20974355 -1.42171779  0.42875127 -1.01147751 -1.13979626]"
artifact,"[-1.27374091 -1.32596811 -1.30553611 -0.02901627  0.05890192 -0.00743063
 -0.0681624  -0.08355011 -0.15930319  1.41967107  1.40214471  0.99628463
 -0.55869526 -0.53144957 -0.01896748  0.83431427  1.25892881  1.20149211
 -0.63850399 -0.55505823 -0.42374088  0.83722883  1.40363675  1.59147996
 -0.95009151 -1.48226817 -1.77324795  1.34663527  1.22469047  0.56261055
 -0.92383384 -1.10440416 -0.89494794  0.63725735  1.00873192  0.50543545
 -0.12604944 -0.35853358 -0.40939584  0.51213722  0.86396312  0.94400273
 -0.69994274 -0.45509092  0.44760524  0.75861092  1.01607118  0.22821401
  0.42002965 -0.07600205  0.4248521   0.54034323  0.0678619  -0.34417615
 -0.14060674  0.65791952  1.55645385  0.45911679  0.38644224 -0.6160981
 -0.25462822 -0.02605689  0.7881797  -0.89727355 -0.78454334 -1.20098134
  0.78979293  0.84405143  1.00189196 -0.817472   -1.12515828 -1.7560179
  0.91666024  0.83779702  0.94138715 -0.0341681  -0.77359089 -1.18010716
 -0.17473925  0.572798    1.06254116 -0.68698144 -0.49352983 -0.72715414
  0.12831471  0.36253848  1.66613621  0.61344141  0.14521676 -1.16115391
 -1.38957183  0.17078536  1.66400522 -0.31745652 -0.46181366 -1.71575337
  1.51850027  1.7478281   1.49233502 -0.38146819 -0.31782246 -0.14770542
 -0.66136308  0.36967087  1.36968701  1.14098211  0.48342062  0.64613906
 -0.9454535  -1.62185305 -1.01992849  1.11609098  0.2951399  -0.20990011
 -0.33829986 -0.28231384 -1.03421503 -0.17437102 -0.47908323  0.99891505
  0.5731895   0.36758622 -0.08954603 -0.08641206  0.84227347  1.78077212
 -1.80587591 -1.35493731 -0.57460597 -0.00903737  0.27695939  2.34826443
 -1.66676009 -1.4836375  -0.8183761   0.65239775  0.27523861  0.45790753
 -0.40762768 -0.74586715  0.20111456  0.34359927 -0.02057606 -1.1320929 ]"
