class,normalized_mfcc_features
artifact,"[ 0.30130841  0.11839124  0.25260369 -1.54173058 -1.27017471 -0.99468422
  0.2890308   0.30681858 -0.01312021 -0.30508289 -0.44513806 -0.03099867
  1.20878441  1.55602     0.91999535 -0.16525465 -0.28338515  0.38470991
  1.25601594  1.08688179  1.06813319 -0.29190812 -0.50835406 -0.33400006
  0.28914053  0.54636637 -1.2169007  -0.73850157 -0.68084541  0.43911368
  0.32130827  0.64301441  0.25550149 -0.11209046 -0.54022298 -0.20811663
  0.15960792  0.89084588  0.19762561  0.30706573  0.36378387  1.00124676
  0.39801544  0.67754007  0.3411469   0.36451184  0.62491101  1.62043241
  0.96628723  0.28247378 -1.45917137  0.86204397  0.10143512  1.68975951
  0.0519076  -0.27853893 -0.85083918  1.01186158  0.56711105  0.66796091
 -0.13770722 -0.53451403 -0.6119778   0.93319111  0.71083986  1.25816754
 -1.02531853 -1.00041674 -1.30112353  1.63850979  0.93876263  0.6169841
  0.1966316  -0.36311551 -0.72029732 -0.07221027  0.12896469  1.06986334
 -0.01361739 -0.43136421 -1.02170744  0.90577299  0.83318468  0.58031262
 -1.94389576 -1.29493439 -0.5184591   3.07276188  1.44925224  0.65281966
 -1.31528183 -0.86509873 -0.64325136 -0.37277909 -0.34541725  0.72521112
  0.2424329  -0.0711299  -0.04699223 -0.37797275 -0.16242623  0.73416558
 -0.38572382 -0.51424885  1.14263301  2.56616461  2.18619441  1.14419171
  0.96541668  1.05158589  2.11177989 -1.63632924 -0.34383996  0.59804482
  1.06319714  0.71418634  1.07539261  1.16655034 -0.14836528 -1.59750568
  0.75195711 -0.03350115 -0.35105195  0.036531   -0.82001602 -0.67049261
 -0.04543021  1.01827389  1.04793016 -0.18722813  0.49418757  0.71267488
  0.27041449  0.4097375   1.29827453  1.06264689  0.07576412  0.07790804
  1.32162705  1.045536    0.50998792 -1.2895234  -0.55745645  0.00319647]"
artifact,"[ 2.79345562e-01  7.31217389e-02  1.61756477e-01 -1.28940806e+00
 -1.00852305e+00 -5.83812124e-01 -1.59319199e-01 -1.68113566e-01
 -7.22053414e-01  2.30795246e-01  1.17622931e-01  8.23788492e-01
  5.44471874e-01  8.30381591e-01 -1.13699375e-01  3.73836351e-01
  3.84961942e-01  1.31409119e+00  7.55593046e-01  5.32656903e-01
  3.12932519e-01  3.80720493e-01  1.90873373e-01  9.83515247e-01
 -6.96755159e-02  1.49013269e-01 -2.06026949e+00 -4.02994404e-01
 -3.92559535e-01  5.49426524e-01 -5.38314937e-02  2.74609885e-01
  1.68564282e-01 -2.06743289e-01 -5.55382131e-01 -2.05599378e-01
  6.23199578e-01  1.06931658e+00  3.64816207e-01 -5.14019864e-01
 -2.78341063e-01  2.97494748e-01  1.46525924e+00  1.73890768e+00
  1.20975617e+00 -6.73718298e-01 -5.08805041e-01  5.22701572e-01
  1.46041212e+00  1.54716410e+00  6.26979059e-01  3.89465711e-01
 -7.34307218e-01 -1.12017622e+00  7.96175283e-01  6.39815306e-01
  1.72056904e+00  1.25553573e-01 -4.93505839e-01 -1.38944515e+00
  8.12568421e-01  6.22157761e-01  1.17698351e+00  7.03605818e-02
 -4.75882568e-01 -6.96724214e-01  3.34159437e-01  4.64450563e-01
  1.18629081e+00 -4.29176670e-01 -7.47100686e-01 -1.47966963e+00
  1.57460466e+00  9.18878364e-01  8.66109461e-01  1.19620851e-01
 -3.80609441e-01 -7.73709851e-01 -5.71086429e-01 -2.31410100e-01
  9.29396696e-01  8.57591706e-01  1.35881577e-01 -1.01788713e+00
 -1.19399920e-01  1.79687385e-01  8.66294199e-01 -9.57516278e-01
 -7.54927949e-01 -3.19240435e-01  2.77692295e+00  1.27445795e+00
  4.10127472e-01 -1.48641756e+00 -7.55653937e-01 -5.62498306e-01
 -3.06576446e-01 -5.55154287e-01  5.87929547e-01  5.40054775e-01
  1.88188817e-01  1.96457972e-03 -7.09692430e-01 -6.31849608e-01
  4.40804973e-01 -5.51847554e-02 -4.41330600e-01  1.56485307e+00
  2.21222063e+00  1.92915590e+00  6.81691316e-01  1.26178953e+00
  1.24597701e+00  2.65901829e+00 -1.68667332e+00 -5.85112890e-01
  3.37521625e-01  6.71732732e-01  5.93262401e-01  1.23971719e+00
  1.03788437e+00  3.38848532e-02 -1.57679428e+00  9.00061068e-01
 -1.02277456e-01 -6.26498108e-01  2.13052916e-01 -7.59216373e-01
 -9.92033961e-01  6.15374258e-02  6.03169922e-01  7.81189469e-01
 -2.30060818e-01  7.37611332e-01  7.88300436e-01  2.58841281e-01
  3.11587215e-01  1.30140388e+00  4.81499414e-01  8.92598331e-02
  4.31733349e-01  1.81901374e+00  7.53087755e-01  3.02722314e-01]"
artifact,"[-0.22644393 -0.08930262 -0.2919112  -1.3510325  -1.38919667 -1.20715182
 -0.38863909 -0.25810104 -0.0934614  -0.53682193 -0.65852406 -0.38579509
  1.25930487  1.47870524  1.56380084  0.10406226 -0.05680319  0.03660662
 -0.66674867 -0.50447785 -0.60933882  1.12280899  0.92632099  0.88156802
  1.13433818  1.52554644  1.12849616  1.79180172  1.61892208  1.50053858
 -0.09155088  0.48170475  0.25020439  0.88438996  0.74645963  0.62609321
 -1.03523519 -0.83784882 -1.10636419  1.22321711  1.03813943  1.03825021
 -1.3298662  -1.14665687 -1.24161076  1.51119451  1.20729748  1.17759823
 -1.87637617 -1.52626577 -1.29642718  3.14565031  3.03425179  3.17430102
 -2.86262279 -2.94008609 -3.0405846   2.52476296  2.19140294  2.12874113
 -0.86826433 -0.71219549 -0.83655086  0.84323356  0.58824569  0.20398379
 -0.28031015 -0.02230614 -0.15973636  2.51308263  2.46774321  2.31340627
 -0.87846063 -0.74501457 -0.91381242  1.20684354  1.06649927  0.78872921
 -2.97096382 -2.71875841 -2.65604421  1.5087687   1.37695563  1.54029878
 -1.04912094 -0.78665575 -0.35545955  1.14566787  1.10413777  1.4787094
 -2.46202804 -2.37523778 -2.07960291  0.64956772  0.55650764  0.54962774
 -2.25808497 -2.2937512  -2.25716525  1.05463013  0.88609369  0.74451729
 -0.64312702 -0.37762304 -0.17614988  1.50500564  1.74663044  1.96700912
 -2.69021937 -2.99094527 -2.20763618  0.172579    0.12611697  0.46079957
 -1.20283856 -1.32048996 -0.85264722 -0.00798397 -0.23907118 -0.04425768
 -0.6535932  -0.50965735 -0.2567417   0.57213165  0.66043902  1.03948489
 -1.35411445 -1.37451557 -0.86150992  0.39839233  0.34351087  0.6222777
 -1.29861788 -1.57729854 -1.70229974  1.03112909  0.78542846  0.52656327
 -0.56671201 -0.42160357 -0.7857429   1.03466816  1.02191776  0.61746002]"
artifact,"[-0.34520875 -0.20689256 -0.387215   -0.72636781 -0.71159551 -0.60103855
 -1.42012374 -1.41421303 -1.21186575  0.87700418  0.86560609  1.02764814
 -0.59748463 -0.56025917 -0.38221811  2.01606061  2.03665583  2.08735981
 -2.13508042 -2.09958751 -2.07796913  2.57526684  2.62110805  2.45069531
 -0.80102218 -0.69061167 -0.78061305  3.09260668  3.17339645  2.89336582
 -1.1591126  -1.02582058 -1.02725954  1.89430528  2.24390506  1.86159378
 -1.58116608 -1.77932096 -1.69408821  1.24295885  1.38368127  1.0456318
 -0.97804675 -1.10044624 -0.79424773  0.83813357  0.81641801  0.48354999
 -0.71503599 -0.78339274 -0.43315371  0.75113924  1.05948454  1.03134264
  0.61221349  0.51224363  0.70569869 -1.56675384 -1.58018584 -1.97271152
  2.4888831   2.35271012  2.54911296 -1.4566027  -1.3550525  -1.77354745
  1.22843505  1.04770701  0.89605271  0.13479997  0.4146183   0.17104754
  2.00483685  1.97892611  1.99232369 -0.79534824 -0.68401817 -1.04959975
  0.56063339  0.51653447  0.39995586 -2.86588082 -2.65159181 -2.72094045
  1.88951087  1.84303866  2.18773619 -1.10582243 -0.94172214 -0.59203804
  0.9146165   1.03568039  1.40604415 -2.51081615 -2.64315478 -2.19562523
  0.65137926  0.72426252  0.67997268 -2.00371174 -2.43491503 -2.30959563
  0.83118679  1.04316419  0.82101281 -0.13788949 -0.29206503  0.12509843
  0.66657251  1.41489126  1.4097301  -1.3664743  -2.04273577 -1.31480688
 -0.77953451 -0.47222174 -0.37025026 -0.28326888 -0.66900633 -0.05415908
 -0.92026567 -0.80480772 -0.79800538  0.06585278 -0.24422323  0.27834767
 -0.71899384 -0.20556026  0.03584342  0.28646358 -0.10708995  0.66673058
 -1.19999718 -0.92020293 -0.76542641  0.23798589 -0.28928222 -0.0132091
 -1.09796007 -1.0976383  -1.42311666  1.41669316  1.16431244  0.93401164]"
artifact,"[-1.3951418  -0.19203873  0.15958001 -0.43851454 -1.70204467 -1.6925044
  0.2558567  -0.89803566 -1.06286538  0.30243962 -0.02036634 -0.02205471
  0.64559298  0.55806211  0.31753738  0.94143282 -0.21476689 -0.19627409
  1.12462642 -0.86804169 -1.06469885 -0.45156736  1.38373963  1.46211938
  0.69301061  0.44138349  0.1182413  -0.18416213  0.3521856   0.36593047
  0.36172879  0.03961486 -0.30724639 -0.34684063 -0.36397332 -0.30361125
  0.28429255 -2.42774318 -2.79258977  0.32061435  2.48958741  2.58826843
  0.13384006 -0.2364187  -0.37812079  0.7672742   1.36320605  1.46958536
 -0.36782409 -0.53197634 -0.66054287  0.68549164  0.80330509  0.87957281
 -0.49844103 -1.5500526  -1.65049889  0.67618687  0.67096722  0.76713841
 -0.5395358  -1.00259175 -1.02127178  0.32750266  1.218037    1.32271825
 -0.62912468 -1.19476366 -1.1555279   0.72545301  1.05292129  1.22055452
 -0.55102238 -0.39704019 -0.36946675  0.52930143  2.12038823  2.34833081
 -0.16963904  0.0066265   0.12453884  0.07550039  2.10380217  2.34077233
  0.01027102 -0.78770701 -0.69337961 -0.097247    1.45700239  1.76120458
  0.06121899 -0.85576425 -0.730368   -0.34677456  0.85251636  1.19033097
  0.62556867 -0.90230603 -0.76865993 -0.62177832  0.26781545  0.66731191
  1.12785664 -1.49422227 -1.33093734 -0.77958696  0.88718137  1.33594016
 -0.00956512 -0.48239358 -0.41038309 -0.81852584  1.72251005  2.05888697
  1.35720747  0.17774908  0.08939248 -1.0025818   0.93507331  1.25680996
  0.36719304 -0.02178035 -0.15574992 -0.44889917  0.97929854  1.33273805
  0.66493031  0.15199443 -0.06615018 -1.23073253  1.37985096  1.78503324
  2.49014926 -0.03579192 -0.25219495  4.3044261   1.02621808  1.44914164
 -0.14453818 -0.1177418  -0.39201383 -2.43412168  1.0280737   1.46388435]"
artifact,"[-1.43878337 -0.33884584  0.03566343 -0.18844973 -1.09760817 -1.024222
 -0.15817448 -1.88470078 -2.22351611  0.8076608   1.22068556  1.4224749
  0.10198511 -0.92952488 -1.48055394  1.24196442  1.37924412  1.70052206
  1.03995619 -2.01624523 -2.45638181 -0.15709432  2.30114844  2.70179223
  0.49816299 -0.37690553 -1.06145335 -0.11102631  1.09190767  1.39202932
  0.47168804 -0.72416402 -1.51419045 -0.72268515  0.59700509  0.9705542
  0.88241198 -2.51622457 -3.22028676 -0.5539628   0.68669994  0.95507559
  1.30303369  2.16929695  1.65870722 -0.50192805 -0.45164015 -0.15381928
  1.16876082  1.5061569   1.20530108 -0.89838413 -0.91264738 -0.80330862
  1.08478597  0.69663202  0.5266008  -0.90616213 -1.49626765 -1.5177045
  1.00639239  0.89079562  0.98327811 -0.92136017 -0.93320325 -0.9488441
  0.51254431  1.14411085  1.35022769 -0.58280639 -1.23947286 -1.27953009
  0.6654237   1.15312345  1.45638186 -0.5624444  -0.19399066 -0.31906932
  0.46908911  1.92157043  2.36900576 -0.20787924  0.13987869  0.05681271
  0.08494783  1.89734417  2.53518939  0.2360763  -0.68274044 -0.81933463
 -0.38383791  1.26454616  1.87144587  0.23512578 -0.76684376 -0.81883628
 -0.29440542  0.55397646  1.26305934  0.79646892 -0.59028558 -0.69208494
 -0.7749523  -0.32301144  0.43791015  1.24998025 -1.07443674 -1.03268876
 -0.80060286 -0.02912671  0.63515571 -0.16844028  0.3506976   0.28307903
 -0.61443238  0.77899417  1.16215393  0.80064847  0.83093158  0.81544056
 -0.49691265  0.11155309  0.32159938 -0.43949409  0.62586968  0.6829641
  0.31848593  0.1664822   0.33653939  0.14265015  1.26879609  1.4036068
 -0.30766485  0.19753989  0.26940659  0.50359521  1.18228514  1.444339
  5.10494776 -0.23537383 -0.27924965  1.41133507  0.99125457  1.30481519]"
artifact,"[-1.99774617e+00 -1.90053699e+00 -1.65460974e+00 -5.50228997e-01
 -4.80763154e-01 -6.66823469e-01  1.16393499e+00  1.09215912e+00
  5.19916128e-01  7.97908232e-02  2.50549320e-01  3.66107285e-01
  8.21133163e-01  1.22364083e+00  8.71345109e-01 -1.64143767e-01
  3.02600069e-01  1.82370322e-01  8.34381518e-01  5.47154232e-01
  8.75724855e-01  3.87375046e-01  7.24189073e-01  2.04648267e-01
  5.04783769e-01  7.91811801e-01  6.44396774e-01  3.29966314e-01
  2.44734725e-01  4.89598770e-01  7.47311476e-01  6.72524719e-01
  6.65091899e-01 -7.44386954e-01 -5.53374975e-01  4.41997495e-01
  1.91523707e+00  1.67911020e+00  4.53617432e-01 -8.86378950e-04
  1.55333271e-01  6.74814756e-01 -7.27632041e-02  1.30179643e+00
 -5.70822399e-01  1.63123486e-01  3.29924898e-01  1.14979769e+00
  6.97787502e-01  4.77483699e-02 -6.15069275e-01 -1.61854209e-02
  5.83371859e-01  1.02005857e+00 -9.58654321e-01 -8.56653182e-01
 -6.76911112e-01  1.91157311e+00  1.68099656e+00  1.42820586e+00
 -7.51771446e-01 -8.49330479e-01 -8.08294155e-01  1.04852565e+00
  1.50460670e+00  1.54589800e+00 -8.99184059e-01 -1.54479089e+00
 -9.45466861e-01  1.77086142e+00  1.36355715e+00  1.36200266e+00
 -7.42683375e-01 -6.33609797e-01 -8.19733787e-01  1.03600732e+00
  1.93723648e+00  1.39148514e+00 -8.29938709e-01 -1.47135093e+00
 -1.16944921e+00  2.23924035e-01  2.61229859e-01  5.41120546e-01
  4.58175305e-01 -2.56933045e-01 -8.12420583e-01 -5.93876899e-01
  2.71354045e-01  1.00785490e+00  2.97153620e-01  1.78152432e-01
 -2.30033651e-01  1.27934999e+00  1.18145019e+00  1.27329280e+00
  7.28236144e-01  4.31045557e-01 -2.13593519e-01  7.93283935e-01
  2.10051454e+00  1.34717633e+00  1.18949301e-01 -8.86968676e-02
 -8.41550357e-02  1.25753054e+00  1.61193627e+00  1.29439280e+00
 -9.71431046e-02  1.72496846e+00  1.66622593e-02  7.14387017e-01
  6.45022315e-01  1.09993295e+00  1.02458940e+00  1.13948021e+00
  8.35490123e-02 -1.31756432e+00 -1.01269788e+00  5.16434446e-02
  8.21514994e-01  1.18524334e-01  3.10754173e-01 -1.55109596e-01
 -1.65331199e-02  1.33698095e-01  3.22852287e-03  7.26532473e-01
  5.70983639e-02 -2.65065237e-01 -7.69541534e-01  1.05596771e-02
  1.33851122e+00  1.12237385e+00  4.93954737e-01 -1.22360062e+00
 -9.48055542e-01 -2.87544058e-01  9.02451191e-01 -2.92258276e-01
 -4.07013149e-03  4.13743457e-01 -4.59883042e-01 -7.27061030e-02]"
artifact,"[-2.06878538 -1.99922128 -1.74548119 -0.17806985 -0.01459532 -0.26569646
  0.45991451  0.27181552 -0.16067878  1.06055107  1.36252724  1.26495025
 -0.29531209 -0.11105805 -0.12865266  0.78591016  1.56350052  1.15174868
 -0.02082912 -0.4443898   0.10458449  1.38507641  1.79760517  1.26402524
 -0.39835551 -0.0841737  -0.30164419  0.80733658  0.83551465  1.0689177
  0.41576418  0.19172299  0.09893115 -0.45984095 -0.25193278  0.73486906
  1.17013939  1.11636638  0.46527361  0.73351089  0.45443225  0.56223678
 -0.13377268  1.08503088  0.14766712 -0.32208486  0.51175539  0.1909059
  0.72478522  0.18165754  0.5360326   0.44054209  0.42555849 -0.14985678
 -0.84559877 -0.25425416  0.35162399  0.35216841  0.21123006  0.0433408
  1.16989951  0.94470643  0.66758236 -0.57448216 -0.27347124 -0.08523792
  0.74029282  0.85505973  0.83850667 -0.33612816 -1.17285624 -0.38109899
  1.60024789  1.27569761  0.73196287 -0.98237213 -0.43128265 -0.19605241
  1.01585946  1.68143967  0.61686974 -1.14226822 -1.89392096 -0.69215041
  0.69617656  0.70397367 -0.04871547  0.3537516  -0.33559325  0.13517195
 -0.88248258  0.18959915  0.10129916  0.69346293  0.41160253  0.74791077
  1.29405998  1.11519716  0.52433438  0.79038232  0.70708659  0.81789979
  0.70947515  2.16898961  0.70055077  0.19034177 -0.00411268  0.93268142
  1.35012486  1.23365619  0.44466823  0.036713    1.94888184  1.38038855
  0.55808797  0.38404307  0.35865282  0.98849096  1.20395174  1.10675096
 -1.12308259 -0.9205284  -0.52708458  0.65327541 -0.20882694  0.53452242
  0.24486941 -0.03882893 -0.83925788 -0.07694528  1.06890785  0.69201761
 -0.46438431 -0.83645294 -0.75427229  1.12735872  0.88780054  0.73920892
 -0.4307268  -0.16908579 -0.44805973 -0.3677754  -0.89257288  0.25723992]"
artifact,"[-0.78332242 -0.48079531 -0.4498551  -1.22115055 -1.44508365 -1.34951776
  0.83583131  0.61447531  0.70136272  0.47356443  0.75225189  0.86005393
  1.27167859  1.63210477  1.66326279 -0.42949577 -0.04183768 -0.02650387
  0.27057155  0.25986635  0.28085573 -0.97516226 -1.0750328  -0.95264549
  1.10109559  1.0288282   1.01148327 -0.5576751  -0.6572101  -0.28970488
  0.28593084  0.10461387  0.46469285  0.10912834  0.54625225  0.70678507
 -0.40735352 -0.59616372 -0.35690392  0.37337265  0.81865316  0.94510672
 -0.02370276 -0.36613898 -0.25642667  0.39071732  0.77156372  0.68408621
 -0.26478482 -0.58859981 -0.45131111  1.21813109  1.73591739  1.59059855
 -0.62471896 -1.24443328 -1.08939878  1.12539258  0.91409     0.64528116
 -0.47645056 -1.11490414 -0.91126559  0.75011937  0.84862965  0.78866607
 -0.67158999 -1.03534779 -0.79559302  0.85516708  1.18761787  1.01724178
 -0.4766453  -0.7455011  -0.71533211  0.74136326  1.2652336   0.71762971
 -0.61048002 -0.83878331 -0.99900107 -0.28150772  0.56781723  0.66425352
 -1.09086995 -1.63066227 -1.23672642  0.10235112  0.13970517  0.87219542
  0.03619858 -1.1565085  -0.41111753  1.29179528  1.38059399  1.26413143
  0.9182465   0.61158431  0.19526397  1.01156286  2.8740247   2.13840246
  1.15789838  2.32513466  1.0855142   0.40641202  2.62303442  1.30997864
  0.77863524  0.8364449   0.92308732 -0.60119159  0.27710083  0.12063511
  0.75034282  0.1361272   0.92847416  0.56506551  1.07832353  1.1072471
  1.14739561  0.70821118  0.85714456 -0.21249666 -0.80660174 -0.91102181
  0.47197975 -0.5436391  -0.09678501 -0.50753671 -0.65619493 -1.05539373
  2.06251586  1.89829613  1.10231194 -0.05035005  0.3231763   0.49818343
  1.88291333  1.98886703  1.47236163 -3.15755746 -3.54062277 -2.63534922]"
artifact,"[-0.87570149 -0.58246473 -0.5621352  -0.80463042 -0.89702436 -0.72084998
  0.15428395 -0.38772009 -0.5219659   1.34177313  1.96744254  2.3775214
  0.25534941  0.19033788 -0.136157    0.58352851  1.42283592  1.8838927
 -0.485329   -0.80035094 -1.12054723  0.01855488  0.37822869  1.00969279
 -0.1488005  -0.83669194 -1.38972744  0.46032825  0.84916129  1.59178581
 -0.8960584  -1.87452623 -2.19899766  0.74059824  1.76155111  2.49915748
 -0.50104721 -1.12134518 -1.55411119 -0.03010982  0.64266959  1.34054944
  0.62054666  0.20889633 -0.27164955 -0.2995214   0.06408594  0.48370788
  0.51330955  0.33561666 -0.01441621 -0.03905211  0.2285113   0.51223427
  0.91115993  0.97108712  0.73072726 -0.58860231 -1.0841512  -0.99481125
  1.31934251  0.95638755  0.79496328 -0.71672844 -1.14963631 -0.98008475
  0.99859694  0.93267064  1.00726683 -0.6751255  -1.008782   -0.98352608
  1.01779322  1.23893529  1.22958006 -0.61994153 -0.85738766 -1.16805455
  0.6601164   1.32395119  1.0226188  -0.92653732 -1.03470915 -1.41990529
 -0.28762018  0.63681185  1.27873488 -1.00181398 -1.80347207 -1.7615308
  0.19620395  0.25194238  1.49189601  0.21837979 -1.23787446 -1.12510582
  1.4645422   1.59582288  2.05764471  0.96088135  0.66203071 -0.40446058
  0.97983782  3.1153568   3.12590841  1.14639064  2.65515236  0.73260198
  0.27674808  2.45593398  1.75127767  0.78469843  1.10620606  0.5718874
 -0.60099147 -0.06499234  0.31459862  0.50872447  0.31398948  0.57716191
  0.26412394  0.3642452   0.82403318  1.29138716  1.51628467  1.36770049
  0.15615248 -1.26548969 -1.04124249  0.80963776  0.46652392  0.46004483
 -0.58425205 -1.5475494  -1.36202423  1.82403128  2.43453913  1.44548856
  0.22790738 -0.09447833 -0.08303592  1.37527906  2.33611632  2.24709434]"
artifact,"[-0.39438501 -0.52546515 -0.7184467  -1.18983369 -0.88053838 -0.42575544
  1.20237435  1.52043046  1.52709946  0.98762037  0.7355052   0.19928826
  1.11239734  0.93340952  0.84068159  0.32960461 -0.17260202 -0.48077423
  0.5452079   0.62340106  0.70793604 -0.00527287 -0.03965287 -0.2752771
  0.4508567   0.8084989   0.79373852  0.35247961  0.03473026  0.17915886
  0.27039303  0.6116581   0.15762799  0.55444386  0.34000078  0.43618077
  0.88654267  0.93720302  0.01397999 -0.21984259 -0.21047733  0.32933296
 -1.00717256 -0.68579919 -0.78696203  1.11294052  1.18938068  1.36227444
 -0.81781783 -0.50175247 -0.65349707  1.01907954  0.90244724  1.06343084
 -0.37597287 -0.36596844 -0.99283258  0.23556219  0.90152736  1.17118146
 -0.34357307 -0.36847276 -0.47253263  0.73763541  0.78378078  0.97408601
 -1.11187832 -1.34423599 -0.74265255  1.23022907  1.10974623  1.00176464
 -0.08446018 -0.87305831 -1.04452939  0.53025659  0.67805126 -0.07639062
 -1.7134601  -1.82754175 -1.07620698  0.72104033  0.61673357  0.75819918
 -1.20287808 -1.34630713 -1.52275725  0.21190475  0.58218893  1.79164522
 -1.45608428 -1.36930551 -0.8431353  -0.06886974  1.13351151  1.08464821
  0.28637667 -0.17034782 -0.13994416  0.08756304  0.06790457  1.65956765
  0.61295836  0.4751359  -1.19846836 -0.92886761 -0.05339952  1.14267891
 -0.66711886 -1.30690852 -0.04728169  0.34686559  0.67655868  1.56880397
  1.08086519  0.75638894  0.47376819 -0.03583304 -0.71736088 -1.12302023
  1.00236635  1.00881792  0.38735354  0.25057625  0.99587393  0.47729968
  1.70535228  2.2078322   0.90591807 -1.30376658 -2.05461881 -0.15637058
  0.10570887  0.0428709  -0.22896807  0.69515272  0.57281212  0.35103847
  0.59215044  0.91993417  0.11367144 -0.18522767 -0.26966193  0.18792182]"
artifact,"[-0.43170892 -0.57643787 -0.78379314 -0.9355758  -0.58009699 -0.12569141
  0.60963068  0.85971857  0.92798704  1.66890895  1.56977954  1.05810862
  0.41739014  0.12414708 -0.05139292  0.97374096  0.6128089   0.39061193
  0.12395427  0.02930362 -0.03231085  0.46726114  0.59835873  0.64325992
  0.04286404  0.21410742 -0.21261721  0.5278902   0.4013295   0.84063994
  0.34281817  0.32837282 -0.35273662  0.02512353  0.17047147  0.65743683
  1.69493252  1.52882864  0.30947557 -0.46233414 -0.4276836  -0.06912151
 -0.17938652  0.06982452  0.083883   -0.37703529 -0.25496538  0.07298377
  1.01124894  1.31852945  0.93526983 -0.95383494 -0.78036486 -0.49318263
  1.48584215  1.32480422  0.77055026 -1.05488434 -0.60784495 -0.63259505
  0.63476691  1.04508609  1.06630019 -0.21583815 -0.34088475 -0.36921397
  0.32203676  0.30120712  0.656181   -0.59666403 -0.83468793 -0.32558787
  1.12315482  0.81760174  0.45214072  0.21902082 -0.58619849 -0.81878986
 -0.30951302  0.01723545 -0.61003525 -1.22186076 -1.52462396 -0.17563351
  0.41380884  0.32213972 -0.25308271 -0.79898071 -0.93982206 -0.53129446
 -0.44067694  0.0187628   0.932899   -1.3806652  -1.14976021 -0.07371049
 -0.32691044  0.90137679  0.68685708  0.45055859 -0.02300213  0.38654421
 -0.38652527 -0.336346    1.0021702   0.70703002  0.88993751 -0.37982541
 -1.47297669 -0.61573788  0.22280244 -0.45647269 -0.91736782  0.34203074
  0.22522875  0.22999416  1.04158969  0.92676353  0.83289604  1.14240062
  0.02264201 -0.68735586 -1.29916774  0.81795827  0.91713028  0.17209265
  0.58084113  1.2114839   0.74301169  1.42191534  2.29443134  1.29960822
 -0.10993416 -0.90992699  0.04474844 -0.84376055 -0.95073657 -0.42563353
  1.01114019  0.87090431  0.31778412  0.28323491  0.75210617  0.66507739]"
artifact,"[-8.95880687e-01 -9.70899877e-01 -9.16219440e-01 -3.69083846e-01
 -4.47695159e-01 -6.01386367e-01  1.35297903e+00  1.32801701e+00
  1.16930891e+00 -3.26718977e-01 -2.66152315e-01 -1.65782670e-03
  1.17321302e+00  1.27388810e+00  1.04824129e+00 -5.25428784e-01
 -4.85629852e-01 -4.08561877e-01  1.14655555e+00  1.03968960e+00
  7.05590599e-01 -1.16906178e-01 -1.46975981e-01 -1.64266615e-02
  9.23574658e-01  8.10732174e-01  8.12846337e-01  8.85398491e-02
 -6.72548005e-02 -3.80399042e-01 -2.40455534e-01 -1.10569534e-01
  2.30367981e-01  5.41396041e-01  5.82376755e-01  2.82751890e-01
  3.87991951e-01  4.90987235e-01  2.52945990e-01  5.89446245e-01
  6.02656470e-01 -3.44655374e-02 -1.08624470e+00 -1.61925381e+00
 -8.31399013e-01  1.19281050e+00  7.87160519e-01  5.71768789e-01
  5.34424612e-01 -1.30781896e-03 -3.74407713e-01  2.01414745e-01
  3.74881413e-01  1.14415928e+00 -3.46044507e-02 -5.40709792e-01
 -8.66744067e-01  1.28352533e+00  1.25649926e+00  6.89161544e-01
 -5.08128304e-01 -8.79826338e-01 -1.02909520e+00  1.67304417e-01
  5.71416528e-01  3.74610868e-01 -1.56423007e+00 -8.93759264e-01
 -4.94766552e-01  1.92746239e+00  1.38706172e+00  8.64146785e-01
 -9.31010998e-01 -9.35685514e-01 -9.23368968e-01  1.39933713e+00
  1.31239291e+00  1.10887361e+00 -1.19663157e+00 -9.29873883e-01
 -3.11335944e-01  8.83034439e-01  8.76475661e-01  1.39784575e+00
 -6.06516419e-01 -1.41466858e+00 -1.12646413e+00  2.62775717e-01
  8.96174975e-01  1.40437515e+00  3.44703045e-02 -9.75722256e-01
 -8.75289285e-01 -3.36163422e-01  5.27664944e-02  8.77670297e-01
  3.94452543e-01  6.53658791e-01  5.22411785e-01  2.11200628e+00
  1.44705546e+00  5.46111940e-01  5.99346395e-01 -7.13566667e-01
 -3.15219407e-01  4.34786331e-01 -4.42412852e-01 -8.64448868e-01
 -2.79570666e-01  3.00660736e-01  1.41772823e+00  6.75008771e-01
  6.74818493e-01  6.09578199e-01  4.35910106e-01  4.03288238e-01
  3.96050550e-01 -6.78134263e-01  1.53093013e-01 -2.67815545e-01
  1.41278716e+00  1.69350303e+00  1.44752362e+00 -2.46611243e-01
 -2.02634595e-01 -8.73648673e-01  1.28868447e+00  1.00416348e+00
  6.23895494e-01  7.77364715e-01  6.51586559e-02 -4.54911512e-01
 -8.70902212e-01 -4.93284493e-01 -3.29351292e-01 -1.51917016e+00
 -1.49271596e+00  3.85564929e-02 -4.44301913e-01 -3.96616943e-01
  6.79140524e-01  4.06287297e-01  1.73169783e-01 -6.32614575e-01]"
